userId,itemId,rating
13,317,3
13,318,3
13,319,3
11,320,4
15,321,5
13,322,5
15,323,3
15,324,5
15,325,4
15,326,4
15,327,3
15,328,3
15,329,4
15,330,3
15,331,3
15,223,4
15,332,4
15,333,4
15,334,5
15,335,4
15,336,3
15,142,4
15,337,5
15,247,5
15,148,2
15,338,5
15,339,4
15,340,4
15,341,5
15,342,4
15,343,5
15,344,4
15,12,4
15,252,4
15,345,5
15,346,4
15,347,4
15,348,3
15,349,4
15,350,3
15,351,5
16,352,4
16,315,5
16,353,4
16,32,3
16,354,3
16,336,3
16,355,4
16,85,3
16,142,5
16,161,5
16,69,4
16,92,4
16,165,5
16,105,4
16,106,4
16,356,3
16,357,3
16,138,4
16,88,4
9,148,4
9,358,3
9,359,5
9,360,3
9,361,3
9,362,5
9,363,3
9,364,4
9,365,2
9,366,3
9,367,2
9,368,3
9,369,2
9,370,4
9,371,5
9,213,5
9,372,5
17,373,4
17,374,3
17,375,3
17,376,3
17,377,3
17,378,3
17,379,3
17,380,3
17,381,4
17,382,3
17,383,3
17,384,3
17,359,5
17,362,4
17,360,4
17,361,4
17,364,4
17,363,4
17,366,3
17,365,3
17,18,3
17,20,3
17,17,3
17,16,3
17,19,3
17,15,3
17,385,4
17,386,3
17,387,4
17,388,5
17,12,5
17,389,4
17,390,4
17,391,4
17,392,4
17,393,4
17,394,4
17,395,4
17,396,4
17,397,3
17,398,3
17,399,3
17,252,4
17,262,3
17,400,4
17,401,4
17,245,4
17,402,4
17,69,4
17,52,3
17,86,4
17,403,3
17,404,3
17,405,4
17,93,4
17,406,3
17,85,3
17,25,1
17,407,4
17,408,4
17,409,4
17,410,2
15,411,4
18,34,4
18,105,4
18,167,5
18,102,5
17,316,3
9,38,5
17,7,3
17,202,3
17,412,4
17,413,4
17,414,2
17,415,3
17,416,3
17,279,2
17,105,4
17,54,4
17,107,4
13,406,3
10,34,4
10,18,3
10,19,3
10,20,4
10,17,3
19,77,3
19,417,5
8,418,4
20,73,4
8,419,5
20,165,5
21,420,4
21,5,2
22,421,2
22,52,2
22,24,1
22,422,5
22,267,4
22,269,2
10,16,4
10,15,3
10,423,4
10,126,4
10,424,3
23,111,5
23,425,3
23,221,5
23,426,5
10,427,2
23,404,1
10,97,4
24,5,1
24,28,4
24,15,5
24,52,3
24,18,3
24,269,5
24,32,4
24,69,4
24,20,4
24,17,5
24,16,4
24,142,4
24,97,4
24,36,4
23,13,5
23,103,2
23,269,5
10,428,5
20,429,5
23,430,4
20,431,5
20,432,5
20,433,5
20,434,5
20,435,5
20,436,5
20,437,5
20,438,5
20,439,5
20,440,5
20,441,5
20,442,5
20,443,5
20,444,5
20,445,5
20,446,5
20,447,5
20,448,5
20,449,5
20,450,5
20,451,5
20,452,5
20,453,5
20,454,5
20,455,5
23,456,5
20,457,5
20,458,5
20,459,5
20,460,5
20,461,5
20,462,5
20,463,5
20,464,5
20,68,5
20,465,5
20,466,5
25,97,5
25,7,3
25,5,3
25,18,4
25,20,4
25,17,4
25,16,4
25,15,4
25,467,4
25,468,3
23,420,3
15,119,3
15,116,2
15,262,4
15,469,4
15,470,2
22,471,5
22,137,3
22,6,1
22,472,4
22,293,5
26,197,5
26,144,3
26,473,4
26,474,4
24,268,4
24,475,4
24,476,5
24,187,3
24,477,4
24,160,5
24,422,5
24,478,4
24,421,3
24,479,5
24,293,5
24,184,4
24,480,4
24,481,4
22,47,1
22,482,3
22,483,3
22,274,1
22,268,1
22,211,2
22,484,5
27,485,5
27,486,4
27,487,5
27,488,4
27,137,4
27,34,5
27,32,5
27,5,1
27,18,4
27,20,5
27,17,5
27,16,5
27,52,4
27,15,5
27,54,5
27,28,5
27,85,4
27,489,1
27,490,4
27,250,5
27,397,4
27,395,3
27,396,4
27,252,5
27,491,2
27,394,5
27,492,4
28,142,3
28,143,2
28,18,2
28,24,4
28,493,2
28,494,2
29,115,5
29,495,5
30,496,4
13,497,4
13,498,5
13,66,5
13,499,2
13,500,5
13,484,4
13,501,4
13,502,3
13,207,3
22,5,3
13,503,3
13,504,4
31,34,5
31,329,4
31,24,3
31,5,3
31,161,5
31,85,5
31,32,5
32,231,5
32,5,4
32,422,5
32,505,3
32,506,4
32,167,5
32,507,4
32,493,4
32,508,2
32,509,4
32,510,4
32,511,3
32,512,5
32,482,3
33,344,3
33,267,4
32,513,5
32,514,4
32,269,5
33,142,2
33,85,3
33,6,3
32,515,4
32,516,5
32,484,5
32,517,4
32,518,3
32,500,4
32,519,4
32,520,4
32,521,3
32,268,3
32,421,4
32,211,3
32,311,2
34,161,5
34,54,3
34,34,2
34,195,5
32,522,4
34,523,5
34,524,5
34,297,4
34,77,2
34,142,5
34,525,4
34,163,4
34,144,5
34,164,4
32,24,3
32,215,3
32,526,4
32,527,4
32,206,3
32,528,2
35,529,4
35,530,5
35,531,5
35,532,3
35,290,5
35,73,4
35,533,5
35,534,5
35,535,4
35,333,3
35,421,5
35,536,4
35,537,5
35,422,5
35,159,4
35,167,5
35,34,5
35,216,3
35,538,3
35,539,4
35,85,4
35,243,5
35,357,4
35,36,4
35,540,5
35,160,4
35,344,5
35,95,5
35,326,5
35,48,3
35,138,3
35,28,4
35,541,5
35,527,5
35,486,3
35,32,4
35,5,3
35,161,3
35,20,4
35,17,4
35,16,4
35,15,4
35,142,5
35,86,5
35,19,4
35,25,3
35,267,4
35,223,3
35,542,3
35,543,4
35,544,5
32,469,5
32,142,3
32,545,3
35,144,5
35,546,4
35,547,4
35,119,5
35,548,3
35,549,4
35,550,4
35,551,4
35,501,5
35,552,5
35,553,5
35,554,3
35,555,5
35,103,4
35,556,4
35,557,5
35,558,5
35,179,5
35,559,5
35,403,4
35,560,5
35,293,5
35,561,4
35,562,5
35,563,4
35,18,4
36,32,3
36,478,3
36,564,3
36,507,3
36,483,3
36,145,3
36,268,5
37,565,5
36,422,5
36,5,4
36,52,3
36,566,3
37,567,5
37,568,5
36,187,3
36,218,4
36,230,4
37,484,2
37,569,3
36,24,1
36,269,3
37,570,2
36,571,4
37,572,5
37,573,3
37,574,3
37,575,3
37,576,5
37,577,3
37,578,3
37,579,3
37,580,4
37,581,3
37,582,3
37,583,4
37,584,5
35,585,5
35,162,3
35,586,4
35,587,5
35,588,4
35,589,2
37,590,4
37,591,4
37,528,4
36,493,3
36,508,2
36,211,1
36,275,4
35,592,5
35,593,5
35,271,4
35,594,5
35,595,4
35,596,4
38,597,2
38,598,5
38,97,5
36,599,4
38,107,4
38,41,3
38,159,4
38,288,4
38,373,3
38,110,4
38,523,4
38,600,3
38,601,3
38,305,4
38,292,4
38,602,3
38,357,4
38,218,4
38,230,4
39,34,4
39,20,5
39,17,5
39,15,5
39,293,4
39,478,5
39,116,4
39,316,5
39,603,5
39,604,5
39,344,5
39,82,3
39,38,4
39,305,3
39,605,4
39,606,2
39,607,2
39,608,2
39,381,3
39,102,4
39,16,5
39,18,5
39,95,5
39,321,5
39,609,5
39,5,4
39,114,3
38,11,4
39,610,4
39,611,4
39,612,5
39,613,5
38,614,1
39,421,4
39,615,5
39,616,4
39,617,4
11,618,4
11,619,4
32,620,5
32,52,5
32,621,2
32,578,3
32,145,5
36,91,3
34,622,3
34,623,5
34,496,4
36,319,3
39,6,2
39,267,3
39,600,4
39,422,5
39,87,3
39,144,3
39,143,3
39,142,5
36,479,5
36,184,4
32,564,3
32,55,3
40,36,3
40,34,2
40,32,2
40,5,1
40,479,3
40,565,3
39,499,4
39,412,4
39,269,5
39,624,4
11,494,1
11,508,1
11,625,4
11,626,5
41,235,4
41,483,3
41,312,3
41,618,4
41,627,3
41,628,3
36,629,4
36,630,4
41,20,4
41,18,4
41,15,4
41,16,4
41,631,3
36,116,2
41,632,4
41,137,4
41,629,3
41,565,3
22,294,1
42,34,4
42,32,4
42,5,4
42,161,5
42,18,4
42,20,4
42,69,4
42,17,4
42,52,4
42,16,4
42,54,5
42,633,5
42,289,5
42,195,5
32,634,2
42,635,4
42,243,5
39,174,3
16,110,2
43,20,4
43,105,4
43,5,4
43,7,4
43,92,4
43,38,4
43,292,4
43,149,4
43,34,5
43,32,4
43,18,4
43,161,5
43,69,5
43,17,3
43,52,5
43,16,3
43,28,4
43,54,1
43,36,2
43,422,5
43,165,4
25,75,4
41,165,3
41,153,3
41,145,4
39,338,3
39,33,2
39,469,5
39,636,3
11,218,5
23,637,4
43,19,4
43,15,4
43,107,4
43,638,4
43,114,4
43,639,4
16,120,3
43,587,1
29,97,5
29,420,4
29,82,5
29,5,4
29,230,5
29,176,2
29,640,2
44,228,4
44,54,2
44,52,2
44,641,3
44,486,1
44,642,4
44,643,5
44,644,4
44,268,2
44,477,4
44,206,5
44,645,5
45,218,5
43,646,3
35,524,4
35,456,3
44,647,3
44,648,5
44,19,1
44,615,3
44,649,4
39,650,3
44,145,4
44,309,4
44,488,3
44,651,4
44,485,5
44,652,5
44,653,3
44,269,2
44,267,4
44,12,3
44,631,5
44,654,3
46,655,4
46,151,3
46,295,5
46,534,5
41,656,4
46,231,4
46,25,4
46,657,2
46,658,3
46,659,3
46,660,3
41,661,4
46,662,4
41,320,3
47,216,3
47,97,5
41,268,5
41,663,4
41,664,4
41,665,4
41,49,3
41,666,4
47,659,4
47,25,5
47,23,5
33,483,3
33,667,3
33,618,5
33,312,4
33,643,4
33,668,3
33,28,3
33,669,3
33,670,3
33,479,3
33,160,3
33,671,3
33,672,5
33,499,3
33,673,4
33,636,3
33,169,3
46,124,5
46,674,5
46,675,5
46,676,5
33,569,3
39,677,3
40,524,3
2,115,5
2,588,4
2,678,5
2,355,3
2,105,4
41,612,4
41,679,4
48,680,4
48,681,2
48,269,3
48,682,4
48,683,2
48,684,3
48,493,2
48,507,3
48,685,1
48,18,2
48,19,3
48,20,2
48,17,1
48,293,3
48,686,4
48,6,3
24,687,3
24,609,3
24,494,3
24,507,1
24,571,4
24,294,2
48,688,5
48,312,4
48,81,3
48,483,4
16,34,4
27,425,3
27,689,3
46,305,3
46,690,3
27,25,5
46,274,4
46,533,5
46,145,4
46,51,5
46,691,5
46,692,4
46,456,2
46,693,4
46,694,4
42,695,4
46,73,4
44,547,4
44,696,5
44,665,5
44,664,5
44,697,3
44,625,4
44,594,4
44,21,4
44,45,5
44,698,4
44,559,3
44,515,4
46,280,1
46,486,4
48,486,3
48,571,4
8,699,2
48,478,2
48,700,1
48,469,3
48,87,2
48,476,4
48,91,1
48,89,1
8,174,3
8,148,3
46,701,5
46,702,5
46,313,4
46,91,5
46,5,1
46,20,3
46,18,3
46,15,4
46,16,3
46,17,3
46,38,4
46,89,5
46,703,4
46,704,4
46,90,4
46,705,3
46,328,3
46,706,4
46,707,3
46,708,4
15,709,3
28,422,5
28,611,3
28,612,4
28,269,3
28,211,4
28,615,3
16,5,4
16,18,5
16,20,4
16,17,4
16,16,4
16,15,4
16,52,3
16,97,2
16,159,5
16,86,4
16,116,3
16,19,4
16,39,4
16,293,5
49,479,5
49,5,3
49,24,3
49,710,3
49,630,3
49,629,4
49,184,4
49,319,4
49,478,3
49,52,3
49,483,3
49,145,3
49,507,2
45,270,4
45,564,3
45,268,3
45,230,4
45,478,5
45,475,5
45,311,4
45,476,4
45,165,4
45,116,5
45,571,3
49,231,4
49,97,3
49,7,4
49,269,3
49,211,3
49,28,3
49,711,3
49,599,4
49,564,4
49,493,3
49,142,3
49,344,3
49,293,4
49,312,4
49,484,3
49,516,3
49,469,3
49,48,4
49,712,5
49,275,4
49,647,4
49,472,3
49,618,3
49,320,3
49,713,4
49,522,3
49,270,3
49,276,3
49,506,4
49,714,3
49,482,4
49,311,4
49,715,4
49,716,4
49,717,3
49,718,3
27,641,5
27,228,1
27,719,5
49,720,4
22,565,2
22,676,3
22,169,1
22,499,1
49,686,3
22,312,3
22,667,3
22,479,5
32,673,3
50,721,4
50,216,4
50,722,5
50,36,4
50,693,4
50,231,4
50,103,4
50,723,4
50,205,4
50,724,4
50,725,4
50,726,4
50,125,4
50,727,4
50,38,4
50,486,4
50,710,3
50,547,4
50,523,4
50,13,5
50,728,3
50,729,4
50,647,3
50,506,3
50,730,4
50,222,4
50,117,4
50,731,4
50,385,4
50,732,5
50,733,4
50,734,4
50,644,4
50,735,4
50,736,4
37,6,4
7,108,5
46,24,3
46,588,5
46,34,4
46,126,2
46,85,4
14,161,4
14,737,4
14,696,5
14,738,4
14,739,4
14,740,5
14,741,4
14,742,5
14,743,5
14,744,4
14,745,4
14,746,4
14,527,4
14,526,4
14,649,3
14,747,3
14,748,3
14,749,4
14,750,5
14,679,3
14,751,4
14,137,4
14,752,5
14,753,5
14,754,4
14,755,4
14,91,5
14,90,5
14,592,5
14,756,5
14,22,4
14,757,3
14,143,5
14,758,4
14,500,4
14,205,4
44,759,4
44,160,3
44,473,5
44,48,3
51,77,5
51,97,4
51,25,5
51,760,5
51,103,4
49,761,4
52,762,5
52,763,3
52,764,3
52,765,3
52,766,3
52,767,3
52,690,4
52,86,3
52,25,4
52,223,5
52,40,5
52,290,5
52,168,3
52,394,4
52,399,4
52,490,4
52,250,4
52,252,5
52,397,3
52,400,4
52,395,4
52,258,5
52,262,4
52,396,3
52,768,5
52,736,4
52,26,5
52,769,4
52,770,4
29,110,4
53,174,4
53,97,5
53,657,3
53,658,4
15,389,4
15,456,4
15,497,5
10,771,3
10,134,3
10,422,4
10,772,4
10,773,4
10,774,4
10,775,5
10,776,3
10,777,3
10,40,4
29,31,4
29,778,2
29,721,3
29,690,4
8,427,2
40,779,4
40,587,3
40,780,3
40,161,2
40,781,3
40,782,5
40,783,3
46,631,5
24,493,2
24,456,3
24,784,4
24,230,4
24,275,3
49,681,4
49,785,4
49,786,4
49,672,4
49,545,3
49,326,4
49,477,4
49,594,4
49,486,4
54,787,5
54,788,5
54,119,4
54,283,4
54,107,5
54,149,5
54,789,5
54,790,5
54,791,4
54,792,5
54,120,5
54,549,4
54,793,5
55,794,3
55,795,5
51,482,5
51,38,5
51,430,4
55,796,5
55,797,5
55,798,5
55,799,5
55,800,5
55,801,4
55,802,5
55,803,4
55,804,4
55,805,4
55,806,4
55,807,5
55,808,3
55,809,4
55,810,5
55,811,5
55,812,5
55,813,4
55,814,4
55,815,4
55,816,4
55,817,5
55,792,5
55,790,5
55,789,5
55,791,5
55,231,2
55,818,2
55,587,4
55,819,4
55,820,4
55,779,5
55,821,5
55,112,5
55,822,4
55,692,4
55,823,4
55,824,4
55,825,5
55,826,3
55,197,3
55,827,4
55,126,5
55,828,3
55,829,3
55,830,3
55,831,3
55,832,3
55,833,3
55,834,3
55,835,2
55,762,3
55,836,4
55,837,4
55,764,4
55,765,2
55,766,4
55,838,4
55,839,3
55,767,2
55,840,3
55,841,3
55,87,5
55,842,5
55,843,4
55,604,4
55,345,5
55,844,5
55,845,5
55,846,5
55,847,5
55,848,5
55,849,4
55,486,5
55,850,5
55,731,5
55,851,4
53,356,4
55,391,2
55,390,2
55,392,2
53,352,4
55,456,5
53,107,3
53,105,4
55,331,5
53,417,2
55,852,4
55,853,4
55,854,3
55,855,2
55,856,3
53,145,4
55,381,5
55,384,4
55,383,3
55,382,3
55,699,5
55,857,4
55,858,4
55,859,4
55,860,2
55,861,3
55,143,5
55,144,4
55,862,5
55,95,4
55,863,3
53,467,5
53,110,3
53,385,3
53,850,5
36,456,3
53,731,4
53,864,4
53,38,4
8,5,2
8,32,4
56,34,5
56,569,5
56,44,5
56,145,5
57,34,5
57,32,5
57,69,4
57,105,4
57,54,3
57,85,3
57,28,4
57,174,2
57,58,4
57,739,5
57,865,3
57,866,5
57,145,5
57,867,4
57,868,3
57,869,4
57,870,2
57,871,4
57,872,4
57,873,3
57,874,3
57,875,4
57,876,5
8,344,4
41,344,3
14,145,5
14,867,4
14,877,4
14,878,4
49,669,4
9,879,5
49,274,4
9,880,3
9,881,4
9,882,3
9,883,4
58,629,5
58,540,5
58,884,5
58,145,3
58,15,5
58,16,5
58,18,5
58,20,5
58,211,5
58,885,5
29,88,5
29,145,4
29,886,4
29,887,3
8,97,3
49,888,2
58,650,5
58,422,5
58,648,4
58,545,3
59,571,5
59,278,5
59,647,5
59,889,4
59,714,2
59,506,2
59,160,3
59,594,5
59,479,5
60,292,4
60,39,3
60,107,4
56,52,5
8,375,3
8,890,4
8,891,3
8,892,3
61,644,5
61,228,5
61,487,4
61,641,4
61,883,5
61,893,5
61,894,5
61,895,4
61,896,5
61,546,4
61,897,4
61,33,3
61,22,4
61,26,5
61,611,2
61,898,4
61,882,5
61,899,5
61,900,4
61,554,5
61,331,5
61,41,4
61,23,1
61,552,4
61,385,5
61,851,4
62,32,4
62,5,5
62,161,3
62,28,3
62,85,4
62,622,5
62,31,3
62,172,2
62,38,4
59,167,4
59,165,4
59,54,4
59,97,5
59,52,5
59,631,5
59,565,4
59,48,4
59,629,4
59,566,5
59,661,3
59,624,4
59,540,5
59,275,5
59,320,2
59,482,3
59,627,5
59,274,2
59,137,4
59,32,4
61,901,5
61,193,5
61,902,4
61,903,5
61,904,4
63,34,4
63,161,5
63,5,3
63,18,2
63,20,2
63,69,4
63,52,3
63,17,2
63,16,2
63,15,3
63,142,5
63,54,4
63,159,3
63,270,4
63,37,4
63,905,4
63,153,3
63,292,3
63,906,3
63,907,5
63,24,5
63,86,3
63,39,4
63,603,4
63,908,5
63,909,5
63,910,4
63,911,3
63,912,5
63,913,4
63,914,3
63,915,3
63,916,3
63,917,3
63,918,3
63,91,5
63,90,4
63,704,4
63,313,4
63,89,4
63,702,5
63,705,4
63,455,4
63,432,4
63,507,5
63,493,5
63,919,3
61,920,4
64,145,4
64,34,5
64,28,4
64,5,4
64,18,4
64,20,5
64,17,4
64,16,4
64,97,5
64,54,4
64,7,5
64,85,3
64,218,5
64,230,4
64,921,5
64,690,5
64,172,4
64,110,3
64,181,3
64,922,4
64,216,5
64,621,3
64,923,4
64,587,5
64,779,4
64,924,5
64,38,4
64,173,4
64,315,4
64,925,3
64,926,4
64,523,4
64,524,4
64,422,5
33,216,3
33,275,3
33,484,4
46,927,5
46,928,3
59,650,4
59,475,2
59,677,3
59,712,5
59,564,3
59,758,3
59,412,4
59,599,2
59,600,3
59,515,4
59,929,4
59,930,5
59,711,3
59,931,4
59,68,4
59,184,3
59,47,3
65,105,5
65,97,3
65,54,4
65,28,4
65,36,5
65,932,4
65,555,5
65,195,4
65,933,2
65,202,4
65,420,4
65,79,3
65,174,4
65,934,3
65,935,5
65,92,5
65,936,4
65,937,3
65,768,4
65,938,3
65,939,4
65,200,4
65,118,4
65,940,5
65,941,4
65,942,4
65,943,4
65,481,5
65,114,1
65,657,2
65,38,4
65,944,4
65,945,4
65,205,3
65,215,3
65,12,5
65,946,3
65,947,3
65,658,2
65,659,2
65,636,5
65,948,5
65,13,4
65,193,4
65,149,3
65,39,5
65,116,3
65,107,4
66,282,5
66,949,4
63,145,3
63,231,5
63,950,4
66,951,3
66,952,2
63,691,3
63,311,4
63,85,3
63,953,4
63,735,3
63,782,3
63,954,5
67,102,5
56,326,3
63,758,4
63,701,4
63,328,2
63,707,2
57,657,2
64,955,5
64,456,4
64,501,5
64,326,3
59,522,4
59,505,4
59,276,5
59,270,4
64,13,4
64,751,5
64,95,5
64,51,3
64,502,3
64,515,5
64,956,5
46,516,3
46,517,4
63,516,4
65,487,4
65,552,4
65,245,4
65,957,4
65,27,4
63,486,3
64,658,3
64,283,4
64,467,3
68,34,3
68,5,4
68,18,2
68,69,3
68,52,3
68,54,2
68,85,3
68,381,5
68,382,1
68,384,4
68,383,5
68,148,4
64,958,5
64,499,3
64,8,2
64,959,5
57,960,5
33,321,4
33,961,3
69,305,1
69,506,2
69,505,3
69,276,3
48,311,5
13,962,4
10,161,4
10,963,4
10,107,4
68,86,2
57,8,4
57,502,3
57,515,4
57,658,3
57,964,4
70,39,5
70,145,5
70,746,3
70,741,3
70,744,5
70,742,5
70,743,5
70,745,4
70,740,5
70,12,5
70,94,4
70,947,4
70,965,5
70,966,4
70,967,5
70,968,4
70,969,4
70,666,3
70,867,5
70,538,2
70,206,3
70,54,4
70,526,3
70,970,4
70,456,3
70,971,4
70,227,5
70,972,5
70,973,5
70,974,5
70,975,5
70,976,5
70,977,5
70,351,5
70,34,3
70,52,5
70,86,3
71,105,4
71,32,4
71,34,4
71,221,5
70,978,3
70,979,3
70,980,5
70,413,5
70,116,4
70,98,5
70,179,5
70,516,4
70,18,2
70,499,3
70,515,2
70,559,3
70,484,4
70,981,3
70,676,4
70,982,3
70,65,4
70,704,3
70,313,2
70,15,4
70,22,4
70,114,4
70,33,5
70,5,3
70,64,3
59,269,4
59,231,4
59,696,5
59,34,4
59,36,4
59,473,5
59,668,3
59,983,3
59,95,3
59,984,3
59,636,3
70,85,5
70,564,4
71,985,5
68,323,3
68,986,5
68,987,2
68,372,5
68,71,4
68,30,4
68,988,2
68,27,5
68,989,2
68,990,2
68,12,5
68,174,5
68,991,4
68,992,2
68,993,4
68,994,4
68,995,4
68,996,4
68,997,5
68,998,1
48,231,5
48,211,2
48,184,3
48,5,4
48,34,5
48,24,3
48,669,4
48,422,5
48,590,2
48,999,4
48,22,3
68,486,3
68,518,3
68,516,4
68,1000,2
68,484,3
68,515,5
68,37,4
68,1001,4
68,1002,3
61,145,5
61,1003,4
9,152,3
9,168,4
9,126,4
9,1004,5
9,1005,3
9,1006,4
9,995,4
68,309,3
68,1007,5
49,1008,2
49,584,1
49,570,1
28,483,3
28,312,3
28,667,3
28,475,5
28,15,2
28,114,2
28,412,3
28,311,5
28,507,2
28,564,5
28,1009,5
28,1010,5
28,672,3
57,216,5
57,161,3
57,1011,3
57,86,3
57,517,3
72,320,3
72,426,4
72,1012,3
72,533,3
72,980,2
57,207,4
57,40,3
57,1013,4
57,326,5
57,1014,3
63,487,5
63,357,2
63,963,3
63,207,3
63,209,4
63,163,3
63,43,4
63,137,4
63,604,5
63,499,4
71,88,3
71,28,5
71,161,3
71,85,4
30,1015,4
57,593,4
57,1016,4
57,1017,3
57,676,5
57,1018,3
57,970,3
41,670,5
70,1019,3
70,1020,2
70,90,3
70,91,5
70,691,4
70,705,3
70,1021,4
70,1022,3
70,1023,2
70,1024,3
70,1025,4
70,131,4
70,129,3
70,1026,4
70,771,2
70,133,3
70,1027,2
70,99,3
70,210,3
70,132,5
64,970,3
64,593,4
64,1028,3
64,1013,3
64,207,4
64,86,4
64,336,4
64,789,4
64,971,3
64,1029,5
64,15,5
64,19,4
14,314,5
14,1030,3
2,161,4
2,283,3
2,593,4
2,1031,4
2,312,5
2,970,4
2,702,4
2,142,5
2,704,4
