userId,rank,title,predictedRating,genres
6,17,"Pianist, The (2002)",5.506623978882259,"Drama,War"
6,18,About Time (2013),5.428476941683647,"Romance,Drama,Fantasy"
6,19,Four Lions (2010),5.494316401461493,"Drama,Comedy"
6,20,"Kentucky Fried Movie, The (1977)",5.420665867667746,Comedy
7,1,Band of Brothers (2001),4.785278616689241,"Action,Drama,War"
7,2,Suspiria (1977),4.672093601490232,Horror
7,3,Wallace & Gromit: A Close Shave (1995),4.658904928682936,"Animation,Children,Comedy"
7,4,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",4.675875306907728,"Mystery,Romance,Thriller,Drama,Crime"
7,5,Princess Mononoke (Mononoke-hime) (1997),4.745566429350313,"Action,Animation,Adventure,Drama,Fantasy"
7,6,Little Big Man (1970),4.53990625741664,Western
7,7,Modern Times (1936),4.672730527284884,"Romance,Drama,Comedy"
7,8,"Century of the Self, The (2002)",4.529057196218078,Documentary
7,9,Citizen Kane (1941),4.690123519545317,"Drama,Mystery"
7,10,Dead Alive (Braindead) (1992),4.608399570668817,"Fantasy,Horror,Comedy"
7,11,Interstellar (2014),4.425201813206616,"Sci-Fi,IMAX"
7,12,2001: A Space Odyssey (1968),4.566774576332046,"Adventure,Drama,Sci-Fi"
7,13,8 1/2 (8½) (1963),4.5886770170238735,"Drama,Fantasy"
7,14,Midnight Run (1988),4.525462601221529,"Thriller,Action,Crime,Comedy"
7,15,Ikiru (1952),4.605291886703872,Drama
7,16,Wallace & Gromit: The Best of Aardman Animation (1996),4.6008151753195445,"Animation,Adventure,Comedy"
7,17,London Boulevard (2010),4.542417061028816,"Romance,Crime"
7,18,[REC] (2007),4.506439020064144,"Thriller,Drama,Horror"
7,19,"Third Man, The (1949)",4.504789802682368,"Thriller,Film-Noir,Mystery"
7,20,"Killing Fields, The (1984)",4.647428907061508,"Drama,War"
8,1,Band of Brothers (2001),4.946622787119134,"Action,Drama,War"
8,2,"Black Cat, White Cat (Crna macka, beli macor) (1998)",4.903750160759871,"Romance,Comedy"
8,3,Suspiria (1977),4.876022534344973,Horror
8,4,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",4.92027156590902,"Mystery,Romance,Thriller,Drama,Crime"
8,5,Baraka (1992),4.822349522390651,Documentary
8,6,Little Big Man (1970),4.8155003178446405,Western
8,7,Ikiru (1952),4.913659553914655,Drama
8,8,Igby Goes Down (2002),4.910690430518213,"Drama,Comedy"
8,9,Mulholland Dr. (1999),4.90878324284597,"Romance,Drama,Mystery"
8,10,Monty Python and the Holy Grail (1975),4.756444202728532,"Adventure,Fantasy,Comedy"
8,11,Primer (2004),4.851101793881228,"Sci-Fi,Drama"
8,12,"Killing Fields, The (1984)",4.922227235750942,"Drama,War"
8,13,[REC] (2007),4.73688131149184,"Thriller,Drama,Horror"
8,14,"Time Machine, The (1960)",4.698297287327026,"Action,Sci-Fi,Adventure"
8,15,"Bill Cosby, Himself (1983)",4.780082873300557,"Documentary,Comedy"
8,16,Everest (1998),4.77600595182339,"Documentary,IMAX"
8,17,Winnie the Pooh and the Blustery Day (1968),4.560141570203283,"Animation,Children,Musical"
8,18,"400 Blows, The (Les quatre cents coups) (1959)",4.771901687433396,"Drama,Crime"
8,19,Dead Alive (Braindead) (1992),4.769029166896223,"Fantasy,Horror,Comedy"
8,20,Beastie Boys: Sabotage (1994),4.547206052060015,(no genres listed)
9,1,Band of Brothers (2001),5.0218659548822036,"Action,Drama,War"
9,2,Suspiria (1977),4.92774228888406,Horror
9,3,Baraka (1992),4.9220966735874585,Documentary
9,4,"Black Cat, White Cat (Crna macka, beli macor) (1998)",4.866917580315462,"Romance,Comedy"
9,5,Mulholland Dr. (1999),4.944133075208717,"Romance,Drama,Mystery"
9,6,Ikiru (1952),4.946902286494335,Drama
9,7,Little Big Man (1970),4.753871718668616,Western
9,8,State and Main (2000),4.895046380636598,"Drama,Comedy"
9,9,Winnie the Pooh and the Blustery Day (1968),4.67607010327151,"Animation,Children,Musical"
9,10,Dead Alive (Braindead) (1992),4.81772014124087,"Fantasy,Horror,Comedy"
9,11,Grave of the Fireflies (Hotaru no haka) (1988),4.886166196118564,"Animation,Drama,War"
9,12,Black Christmas (1974),4.805196281443141,"Thriller,Horror,Mystery"
9,13,Creature Comforts (1989),4.797879386193552,"Animation,Comedy"
9,14,"Femme Nikita, La (Nikita) (1990)",4.7394101168073135,"Thriller,Action,Crime,Romance"
9,15,"Fall, The (2006)",4.792215307849841,"Adventure,Drama,Fantasy"
9,16,Brick (2005),4.806008888027248,"Film-Noir,Drama,Mystery,Crime"
9,17,Seven Samurai (Shichinin no samurai) (1954),4.8263530838747295,"Action,Drama,Adventure"
9,18,Noises Off... (1992),4.825854234198922,Comedy
9,19,"Fountain, The (2006)",4.8237354689568885,"Romance,Drama,Fantasy"
9,20,Modern Times (1936),4.879080818117823,"Romance,Drama,Comedy"
10,1,Grave of the Fireflies (Hotaru no haka) (1988),4.101420594027789,"Animation,Drama,War"
10,2,Noises Off... (1992),3.9984193196956173,Comedy
10,3,Little Big Man (1970),3.966745617100532,Western
10,4,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",4.025255493011923,"Mystery,Romance,Thriller,Drama,Crime"
10,5,Baraka (1992),3.9290440759591783,Documentary
10,6,Suspiria (1977),3.89648805412535,Horror
10,7,"Ten Commandments, The (1956)",3.9345628796087495,"Adventure,Drama"
10,8,Band of Brothers (2001),4.0204446928653255,"Action,Drama,War"
10,9,State and Main (2000),3.999705322740089,"Drama,Comedy"
10,10,8 1/2 (8½) (1963),3.917703318797741,"Drama,Fantasy"
10,11,Dead Alive (Braindead) (1992),3.9143540156487466,"Fantasy,Horror,Comedy"
10,12,Mulholland Dr. (1999),4.017718415422843,"Romance,Drama,Mystery"
10,13,"Bill Cosby, Himself (1983)",3.956895093419472,"Documentary,Comedy"
10,14,"Trip to the Moon, A (Voyage dans la lune, Le) (1902)",3.8134780026819546,"Action,Fantasy,Sci-Fi,Adventure"
10,15,"Killing Fields, The (1984)",3.9825603641085694,"Drama,War"
10,16,Primer (2004),3.8327233096166933,"Sci-Fi,Drama"
10,17,"Black Cat, White Cat (Crna macka, beli macor) (1998)",3.8938598648071974,"Romance,Comedy"
10,18,"Man from Snowy River, The (1982)",3.891353773333886,"Romance,Drama,Western"
10,19,Greed (1924),3.8646017747114776,Drama
10,20,Life Is Beautiful (La Vita è bella) (1997),3.84963365368706,"Romance,Drama,War,Comedy"
11,1,Band of Brothers (2001),4.472922260035916,"Action,Drama,War"
11,2,"Kentucky Fried Movie, The (1977)",4.354433787033223,Comedy
11,3,Star Wars: Episode V - The Empire Strikes Back (1980),4.406003121645103,"Action,Sci-Fi,Adventure"
11,4,"Third Man, The (1949)",4.241219435217129,"Thriller,Film-Noir,Mystery"
11,5,Suspiria (1977),4.240779446861244,Horror
11,6,"Fountain, The (2006)",4.325631244446729,"Romance,Drama,Fantasy"
11,7,"Femme Nikita, La (Nikita) (1990)",4.310897070798233,"Thriller,Action,Crime,Romance"
11,8,Baraka (1992),4.217570864887255,Documentary
11,9,"Ten Commandments, The (1956)",4.299684785279605,"Adventure,Drama"
11,10,Little Big Man (1970),4.162430586593477,Western
11,11,"Apartment, The (1960)",4.33877802328326,"Romance,Drama,Comedy"
11,12,Glory (1989),4.391994277306926,"Drama,War"
11,13,Greed (1924),4.283435457753399,Drama
11,14,Dead Alive (Braindead) (1992),4.195918093256259,"Fantasy,Horror,Comedy"
11,15,"Name of the Rose, The (Name der Rose, Der) (1986)",4.223761835428867,"Thriller,Drama,Mystery,Crime"
11,16,"Matrix, The (1999)",4.265614130792437,"Thriller,Action,Sci-Fi"
11,17,"Lord of the Rings: The Return of the King, The (2003)",4.263629042975358,"Action,Drama,Fantasy,Adventure"
11,18,The Handmaiden (2016),4.250373911330384,"Thriller,Romance,Drama"
11,19,Creature Comforts (1989),4.238445888863828,"Animation,Comedy"
11,20,"Bill Cosby, Himself (1983)",4.221981410885895,"Documentary,Comedy"
12,1,Grave of the Fireflies (Hotaru no haka) (1988),4.3886565742726455,"Animation,Drama,War"
12,2,"Black Cat, White Cat (Crna macka, beli macor) (1998)",4.289032623704628,"Romance,Comedy"
12,3,Baraka (1992),4.267414387916792,Documentary
12,4,"Godfather, The (1972)",4.356970580288912,"Drama,Crime"
12,5,Mulholland Dr. (1999),4.325635520649423,"Romance,Drama,Mystery"
12,6,Seven Samurai (Shichinin no samurai) (1954),4.323113318576651,"Action,Drama,Adventure"
12,7,Suspiria (1977),4.158149679306464,Horror
12,8,Little Big Man (1970),4.1452252539087935,Western
12,9,"Femme Nikita, La (Nikita) (1990)",4.199260569288313,"Thriller,Action,Crime,Romance"
12,10,8 1/2 (8½) (1963),4.244883508785424,"Drama,Fantasy"
12,11,"Muppet Christmas Carol, The (1992)",4.202552862611519,"Children,Musical,Comedy"
12,12,Noises Off... (1992),4.249012646929477,Comedy
12,13,Brick (2005),4.2317696323951814,"Film-Noir,Drama,Mystery,Crime"
12,14,"Hunt, The (Jagten) (2012)",4.224659289682002,Drama
12,15,"Apartment, The (1960)",4.274577754394256,"Romance,Drama,Comedy"
12,16,Dead Alive (Braindead) (1992),4.121053794791084,"Fantasy,Horror,Comedy"
12,17,Winnie the Pooh and the Blustery Day (1968),4.158846967200441,"Animation,Children,Musical"
12,18,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",4.19503674363893,"Mystery,Romance,Thriller,Drama,Crime"
12,19,Fear and Loathing in Las Vegas (1998),4.1508098898793415,"Adventure,Drama,Comedy"
12,20,Band of Brothers (2001),4.147866722450525,"Action,Drama,War"
13,1,Band of Brothers (2001),4.530810463601502,"Action,Drama,War"
13,2,"Black Cat, White Cat (Crna macka, beli macor) (1998)",4.401401905446086,"Romance,Comedy"
13,3,Ikiru (1952),4.503427958324368,Drama
13,4,Dial M for Murder (1954),4.333401964431535,"Thriller,Mystery,Crime"
13,5,Little Big Man (1970),4.333375671435166,Western
13,6,Oculus (2013),4.249575975271718,Horror
13,7,Everest (1998),4.202673466150902,"Documentary,IMAX"
13,8,F for Fake (Vérités et mensonges) (1973),4.309260573716954,"Documentary,Mystery"
13,9,"Bill Cosby, Himself (1983)",4.304114876169867,"Documentary,Comedy"
13,10,Peter Pan (1953),4.150020201184757,"Animation,Fantasy,Children,Musical"
13,11,8 1/2 (8½) (1963),4.359111599487538,"Drama,Fantasy"
13,12,"Rocky Horror Picture Show, The (1975)",4.238437093331555,"Sci-Fi,Horror,Musical,Comedy"
13,13,Igby Goes Down (2002),4.341930914196531,"Drama,Comedy"
13,14,Trust (1990),4.406385963021714,"Romance,Drama,Comedy"
13,15,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",4.28550424828814,"Thriller,Drama,Horror,Mystery"
13,16,Creature Comforts (1989),4.2333258549706745,"Animation,Comedy"
13,17,"Ten Commandments, The (1956)",4.297307684665186,"Adventure,Drama"
13,18,Bill Burr: You People Are All the Same (2012),4.284251353225974,Comedy
13,19,Grave of the Fireflies (Hotaru no haka) (1988),4.278315525780729,"Animation,Drama,War"
13,20,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",4.316996696591408,"Mystery,Romance,Thriller,Drama,Crime"
14,1,Band of Brothers (2001),5.896586240200875,"Action,Drama,War"
14,2,Suspiria (1977),5.833508545268756,Horror
14,3,"Black Cat, White Cat (Crna macka, beli macor) (1998)",5.82241009470937,"Romance,Comedy"
14,4,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",5.781589896991211,"Mystery,Romance,Thriller,Drama,Crime"
14,5,Baraka (1992),5.698000730745695,Documentary
14,6,Little Big Man (1970),5.685302214834189,Western
14,7,Ikiru (1952),5.8208433350359465,Drama
14,8,"Time Machine, The (1960)",5.641453540569479,"Action,Sci-Fi,Adventure"
14,9,Igby Goes Down (2002),5.761650507138887,"Drama,Comedy"
14,10,Dead Alive (Braindead) (1992),5.687019152875693,"Fantasy,Horror,Comedy"
14,11,"Fall, The (2006)",5.665752158341165,"Adventure,Drama,Fantasy"
14,12,A Silent Voice (2016),5.659710164338518,"Animation,Romance,Drama"
14,13,Black Christmas (1974),5.659134948523501,"Thriller,Horror,Mystery"
14,14,"Bill Cosby, Himself (1983)",5.726026808120598,"Documentary,Comedy"
14,15,Grave of the Fireflies (Hotaru no haka) (1988),5.698292156774743,"Animation,Drama,War"
14,16,Primer (2004),5.694490807869927,"Sci-Fi,Drama"
14,17,Mulholland Dr. (1999),5.734769765210139,"Romance,Drama,Mystery"
14,18,Creature Comforts (1989),5.606869422824686,"Animation,Comedy"
14,19,Noises Off... (1992),5.6679414089569295,Comedy
14,20,"400 Blows, The (Les quatre cents coups) (1959)",5.667667359651676,"Drama,Crime"
15,1,Clerks (1994),4.660530250916558,Comedy
15,2,"Prestige, The (2006)",4.617774798787671,"Thriller,Sci-Fi,Drama,Mystery"
15,3,Suspiria (1977),4.615147816095632,Horror
15,4,Citizenfour (2014),4.481231331888379,Documentary
15,5,Whiplash (2014),4.557750739656133,Drama
15,6,"Other Side of the Bed, The (Otro lado de la cama, El) (2002)",4.451716184072545,"Romance,Drama,Musical,Comedy"
15,7,State and Main (2000),4.554191661235544,"Drama,Comedy"
15,8,Band of Brothers (2001),4.475773953969636,"Action,Drama,War"
15,9,"Time Machine, The (1960)",4.392068047576299,"Action,Sci-Fi,Adventure"
15,10,City of God (Cidade de Deus) (2002),4.44425644267017,"Action,Thriller,Adventure,Drama,Crime"
15,11,A Silent Voice (2016),4.467343357562545,"Animation,Romance,Drama"
15,12,Dead Alive (Braindead) (1992),4.421327010077174,"Fantasy,Horror,Comedy"
15,13,"400 Blows, The (Les quatre cents coups) (1959)",4.4467352706859815,"Drama,Crime"
15,14,"Bill Cosby, Himself (1983)",4.445809813477375,"Documentary,Comedy"
15,15,"Fall, The (2006)",4.364138432187502,"Adventure,Drama,Fantasy"
15,16,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",4.434250126200465,"Mystery,Romance,Thriller,Drama,Crime"
15,17,"Host, The (Gwoemul) (2006)",4.382228644278634,"Horror,Comedy,Thriller,Sci-Fi,Drama"
15,18,"Remains of the Day, The (1993)",4.452473254287494,"Romance,Drama"
15,19,Barcelona (1994),4.364323641761203,"Romance,Comedy"
15,20,Everest (1998),4.350188924902187,"Documentary,IMAX"
16,1,Band of Brothers (2001),4.167289128656722,"Action,Drama,War"
16,2,Robin Hood (1973),3.8896202272909415,"Children,Animation,Comedy,Adventure,Musical"
16,3,Dial M for Murder (1954),3.821077840933209,"Thriller,Mystery,Crime"
16,4,"Apartment, The (1960)",3.900671722295946,"Romance,Drama,Comedy"
16,5,"Dark Crystal, The (1982)",3.871195198962584,"Adventure,Fantasy"
16,6,Samsara (2011),3.7979851824363653,Documentary
16,7,Some Like It Hot (1959),3.831472224683253,"Crime,Comedy"
16,8,"Rocky Horror Picture Show, The (1975)",3.8365935302784275,"Sci-Fi,Horror,Musical,Comedy"
16,9,Little Big Man (1970),3.5857291501635893,Western
16,10,Three Colors: Blue (Trois couleurs: Bleu) (1993),3.7245986894614314,Drama
16,11,"Women, The (1939)",3.7904877921820432,Comedy
16,12,Blood Simple (1984),3.6857385598754426,"Film-Noir,Drama,Crime"
16,13,Sandesham (1991),3.7368011329112694,"Children,Comedy"
16,14,Grave of the Fireflies (Hotaru no haka) (1988),3.727948711891994,"Animation,Drama,War"
16,15,Everest (1998),3.7176409241917225,"Documentary,IMAX"
16,16,Brooklyn (2015),3.78687125678012,"Romance,Drama"
16,17,"Killer, The (Die xue shuang xiong) (1989)",3.6714493051589745,"Thriller,Action,Drama,Crime"
16,18,"Four Musketeers, The (1974)",3.6640240411481706,"Action,Romance,Adventure,Comedy"
16,19,"Third Man, The (1949)",3.6941570032974083,"Thriller,Film-Noir,Mystery"
16,20,Bananas (1971),3.690390738490847,"War,Comedy"
17,1,Band of Brothers (2001),4.98831274345068,"Action,Drama,War"
17,2,Everest (1998),4.922667955783469,"Documentary,IMAX"
17,3,Noises Off... (1992),4.915512946458733,Comedy
17,4,Little Big Man (1970),4.8618131958941255,Western
17,5,Mulholland Dr. (1999),4.933493092934789,"Romance,Drama,Mystery"
17,6,Suspiria (1977),4.816024219295702,Horror
17,7,Primer (2004),4.8713934263744685,"Sci-Fi,Drama"
17,8,Grave of the Fireflies (Hotaru no haka) (1988),4.944484313159888,"Animation,Drama,War"
17,9,"Fall, The (2006)",4.81458589587576,"Adventure,Drama,Fantasy"
17,10,Dead Alive (Braindead) (1992),4.842898854861782,"Fantasy,Horror,Comedy"
17,11,F for Fake (Vérités et mensonges) (1973),4.830285602494137,"Documentary,Mystery"
17,12,Greed (1924),4.888552232355053,Drama
17,13,State and Main (2000),4.879251097447755,"Drama,Comedy"
17,14,"Fountain, The (2006)",4.876068050329418,"Romance,Drama,Fantasy"
17,15,London Boulevard (2010),4.766669056200915,"Romance,Crime"
17,16,Baraka (1992),4.856243019392383,Documentary
17,17,Wallace & Gromit: A Close Shave (1995),4.780444760637154,"Animation,Children,Comedy"
17,18,Chronicle (2012),4.683793004809483,"Thriller,Action,Sci-Fi"
17,19,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",4.832934338880579,"Mystery,Romance,Thriller,Drama,Crime"
17,20,Beastie Boys: Sabotage (1994),4.567739766651391,(no genres listed)
18,1,Spirited Away (Sen to Chihiro no kamikakushi) (2001),4.809238602436015,"Animation,Adventure,Fantasy"
18,2,Ikiru (1952),4.752662176278273,Drama
18,3,Suspiria (1977),4.719459592762453,Horror
18,4,Barcelona (1994),4.512408507294565,"Romance,Comedy"
18,5,All Dogs Go to Heaven (1989),4.6526060949733905,"Children,Animation,Comedy,Drama,Fantasy"
18,6,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",4.578291621762973,"Mystery,Romance,Thriller,Drama,Crime"
18,7,Citizenfour (2014),4.474977424951818,Documentary
18,8,Igby Goes Down (2002),4.648756543104785,"Drama,Comedy"
18,9,Band of Brothers (2001),4.5732434236664545,"Action,Drama,War"
18,10,Black Christmas (1974),4.5540025103363915,"Thriller,Horror,Mystery"
18,11,Little Big Man (1970),4.410320073279421,Western
18,12,"Prestige, The (2006)",4.586911425693357,"Thriller,Sci-Fi,Drama,Mystery"
18,13,Blood Simple (1984),4.467201604390078,"Film-Noir,Drama,Crime"
18,14,A Silent Voice (2016),4.464040984345588,"Animation,Romance,Drama"
18,15,Dead Alive (Braindead) (1992),4.452854469697055,"Fantasy,Horror,Comedy"
18,16,"Killing Fields, The (1984)",4.552891622623027,"Drama,War"
18,17,Tadpole (2002),4.551300532936193,"Romance,Drama,Comedy"
18,18,7:35 in the Morning (2003),4.258051783056531,(no genres listed)
18,19,Wallace & Gromit: A Close Shave (1995),4.511151108216719,"Animation,Children,Comedy"
18,20,Greed (1924),4.676617703224103,Drama
